unit,sex,age,region,year,value
YR,T,Y69,DE,2012,16.5
YR,T,Y7,DE,2012,74.0
YR,T,Y70,DE,2012,15.7
YR,T,Y71,DE,2012,15.0
YR,T,Y72,DE,2012,14.2
YR,T,Y73,DE,2012,13.5
YR,T,Y74,DE,2012,12.8
YR,T,Y75,DE,2012,12.1
YR,T,Y76,DE,2012,11.4
YR,T,Y77,DE,2012,10.8
YR,T,Y78,DE,2012,10.1
YR,T,Y79,DE,2012,9.5
YR,T,Y8,DE,2012,73.0
YR,T,Y80,DE,2012,8.9
YR,T,Y81,DE,2012,8.4
YR,T,Y82,DE,2012,7.9
YR,T,Y83,DE,2012,7.4
YR,T,Y84,DE,2012,6.9
YR,T,Y9,DE,2012,72.0
YR,T,Y_GE85,DE,2012,6.5
YR,T,Y_LT1,DE,2012,80.7
YR,F,Y1,DE,2010,82.2
YR,F,Y10,DE,2010,73.3
YR,F,Y11,DE,2010,72.3
YR,F,Y12,DE,2010,71.3
YR,F,Y13,DE,2010,70.3
YR,F,Y14,DE,2010,69.3
YR,F,Y15,DE,2010,68.3
YR,F,Y16,DE,2010,67.3
YR,F,Y17,DE,2010,66.4
YR,F,Y18,DE,2010,65.4
YR,F,Y19,DE,2010,64.4
YR,F,Y2,DE,2010,81.2
YR,F,Y20,DE,2010,63.4
YR,F,Y21,DE,2010,62.4
YR,F,Y22,DE,2010,61.4
YR,F,Y23,DE,2010,60.4
YR,F,Y24,DE,2010,59.4
YR,F,Y25,DE,2010,58.5
YR,F,Y26,DE,2010,57.5
YR,F,Y27,DE,2010,56.5
YR,F,Y28,DE,2010,55.5
YR,F,Y29,DE,2010,54.5
YR,F,Y3,DE,2010,80.3
YR,F,Y30,DE,2010,53.5
YR,F,Y31,DE,2010,52.5
YR,F,Y32,DE,2010,51.6
YR,F,Y33,DE,2010,50.6
YR,F,Y34,DE,2010,49.6
YR,F,Y35,DE,2010,48.6
YR,F,Y36,DE,2010,47.6
YR,F,Y37,DE,2010,46.7
YR,F,Y38,DE,2010,45.7
YR,F,Y39,DE,2010,44.7
YR,F,Y4,DE,2010,79.3
YR,F,Y40,DE,2010,43.7
YR,F,Y41,DE,2010,42.8
YR,F,Y42,DE,2010,41.8
YR,F,Y43,DE,2010,40.8
YR,F,Y44,DE,2010,39.9
YR,F,Y45,DE,2010,38.9
YR,F,Y46,DE,2010,38.0
YR,F,Y47,DE,2010,37.0
YR,F,Y48,DE,2010,36.1
YR,F,Y49,DE,2010,35.1
YR,F,Y5,DE,2010,78.3
YR,F,Y50,DE,2010,34.2
YR,F,Y51,DE,2010,33.3
YR,F,Y52,DE,2010,32.4
YR,F,Y53,DE,2010,31.5
YR,F,Y54,DE,2010,30.6
YR,F,Y55,DE,2010,29.7
YR,F,Y56,DE,2010,28.8
YR,F,Y57,DE,2010,27.9
YR,F,Y58,DE,2010,27.0
YR,F,Y59,DE,2010,26.1
YR,F,Y6,DE,2010,77.3
YR,F,Y60,DE,2010,25.2
YR,F,Y61,DE,2010,24.3
YR,F,Y62,DE,2010,23.5
YR,F,Y63,DE,2010,22.6
YR,F,Y64,DE,2010,21.8
YR,F,Y65,DE,2010,20.9
YR,F,Y66,DE,2010,20.1
YR,F,Y67,DE,2010,19.3
YR,F,Y68,DE,2010,18.4
YR,F,Y69,DE,2010,17.6
YR,F,Y7,DE,2010,76.3
YR,F,Y70,DE,2010,16.8
YR,F,Y71,DE,2010,16.0
YR,F,Y72,DE,2010,15.2
YR,F,Y73,DE,2010,14.4
YR,F,Y74,DE,2010,13.6
YR,F,Y75,DE,2010,12.9
YR,F,Y76,DE,2010,12.2
YR,F,Y77,DE,2010,11.5
YR,F,Y78,DE,2010,10.8
YR,F,Y79,DE,2010,10.1
YR,F,Y8,DE,2010,75.3
YR,F,Y80,DE,2010,9.5
YR,F,Y81,DE,2010,8.9
YR,F,Y82,DE,2010,8.3
YR,F,Y83,DE,2010,7.7
YR,F,Y84,DE,2010,7.2
YR,F,Y9,DE,2010,74.3
YR,F,Y_GE85,DE,2010,6.8
YR,F,Y_LT1,DE,2010,83.0
YR,M,Y1,DE,2010,77.3
YR,M,Y10,DE,2010,68.4
YR,M,Y11,DE,2010,67.4
YR,M,Y12,DE,2010,66.4
YR,M,Y13,DE,2010,65.4
YR,M,Y14,DE,2010,64.4
YR,M,Y15,DE,2010,63.4
YR,M,Y16,DE,2010,62.4
YR,M,Y17,DE,2010,61.5
YR,M,Y18,DE,2010,60.5
YR,M,Y19,DE,2010,59.5
YR,M,Y2,DE,2010,76.3
YR,M,Y20,DE,2010,58.5
YR,M,Y21,DE,2010,57.6
YR,M,Y22,DE,2010,56.6
YR,M,Y23,DE,2010,55.6
YR,M,Y24,DE,2010,54.6
YR,M,Y25,DE,2010,53.7
YR,M,Y26,DE,2010,52.7
YR,M,Y27,DE,2010,51.7
YR,M,Y28,DE,2010,50.8
YR,M,Y29,DE,2010,49.8
YR,M,Y3,DE,2010,75.3
YR,M,Y30,DE,2010,48.8
YR,M,Y31,DE,2010,47.9
YR,M,Y32,DE,2010,46.9
YR,M,Y33,DE,2010,45.9
YR,M,Y34,DE,2010,45.0
YR,M,Y35,DE,2010,44.0
YR,M,Y36,DE,2010,43.0
YR,M,Y37,DE,2010,42.1
YR,M,Y38,DE,2010,41.1
YR,M,Y39,DE,2010,40.2
YR,M,Y4,DE,2010,74.3
YR,M,Y40,DE,2010,39.2
YR,M,Y41,DE,2010,38.3
YR,M,Y42,DE,2010,37.3
YR,M,Y43,DE,2010,36.4
YR,M,Y44,DE,2010,35.4
YR,M,Y45,DE,2010,34.5
YR,M,Y46,DE,2010,33.6
YR,M,Y47,DE,2010,32.7
YR,M,Y48,DE,2010,31.8
YR,M,Y49,DE,2010,30.9
YR,M,Y5,DE,2010,73.4
YR,M,Y50,DE,2010,30.0
YR,M,Y51,DE,2010,29.1
YR,M,Y52,DE,2010,28.2
YR,M,Y53,DE,2010,27.4
YR,M,Y54,DE,2010,26.5
YR,M,Y55,DE,2010,25.7
YR,M,Y56,DE,2010,24.9
YR,M,Y57,DE,2010,24.0
YR,M,Y58,DE,2010,23.2
YR,M,Y59,DE,2010,22.4
YR,M,Y6,DE,2010,72.4
YR,M,Y60,DE,2010,21.6
YR,M,Y61,DE,2010,20.9
YR,M,Y62,DE,2010,20.1
YR,M,Y63,DE,2010,19.3
YR,M,Y64,DE,2010,18.6
YR,M,Y65,DE,2010,17.8
YR,M,Y66,DE,2010,17.1
YR,M,Y67,DE,2010,16.4
YR,M,Y68,DE,2010,15.7
YR,M,Y69,DE,2010,15.0
YR,M,Y7,DE,2010,71.4
YR,M,Y70,DE,2010,14.3
YR,M,Y71,DE,2010,13.6
YR,M,Y72,DE,2010,12.9
YR,M,Y73,DE,2010,12.3
YR,M,Y74,DE,2010,11.7
YR,M,Y75,DE,2010,11.1
YR,M,Y76,DE,2010,10.5
YR,M,Y77,DE,2010,9.9
YR,M,Y78,DE,2010,9.4
YR,M,Y79,DE,2010,8.9
YR,M,Y8,DE,2010,70.4
YR,M,Y80,DE,2010,8.4
YR,M,Y81,DE,2010,7.9
YR,M,Y82,DE,2010,7.5
YR,M,Y83,DE,2010,7.1
YR,M,Y84,DE,2010,6.8
YR,M,Y9,DE,2010,69.4
YR,M,Y_GE85,DE,2010,6.5
YR,M,Y_LT1,DE,2010,78.0
YR,T,Y1,DE,2010,79.8
YR,T,Y10,DE,2010,70.9
YR,T,Y11,DE,2010,69.9
YR,T,Y12,DE,2010,68.9
YR,T,Y13,DE,2010,67.9
YR,T,Y14,DE,2010,66.9
YR,T,Y15,DE,2010,65.9
YR,T,Y16,DE,2010,64.9
YR,T,Y17,DE,2010,63.9
YR,T,Y18,DE,2010,62.9
YR,T,Y19,DE,2010,62.0
YR,T,Y2,DE,2010,78.8
YR,T,Y20,DE,2010,61.0
YR,T,Y21,DE,2010,60.0
YR,T,Y22,DE,2010,59.0
YR,T,Y23,DE,2010,58.1
YR,T,Y24,DE,2010,57.1
YR,T,Y25,DE,2010,56.1
YR,T,Y26,DE,2010,55.1
YR,T,Y27,DE,2010,54.1
YR,T,Y28,DE,2010,53.2
YR,T,Y29,DE,2010,52.2
YR,T,Y3,DE,2010,77.8
YR,T,Y30,DE,2010,51.2
YR,T,Y31,DE,2010,50.2
YR,T,Y32,DE,2010,49.3
YR,T,Y33,DE,2010,48.3
YR,T,Y34,DE,2010,47.3
YR,T,Y35,DE,2010,46.3
YR,T,Y36,DE,2010,45.4
YR,T,Y37,DE,2010,44.4
YR,T,Y38,DE,2010,43.4
YR,T,Y39,DE,2010,42.5
YR,T,Y4,DE,2010,76.8
YR,T,Y40,DE,2010,41.5
YR,T,Y41,DE,2010,40.6
YR,T,Y42,DE,2010,39.6
YR,T,Y43,DE,2010,38.6
YR,T,Y44,DE,2010,37.7
YR,T,Y45,DE,2010,36.8
YR,T,Y46,DE,2010,35.8
YR,T,Y47,DE,2010,34.9
YR,T,Y48,DE,2010,34.0
YR,T,Y49,DE,2010,33.1
YR,T,Y5,DE,2010,75.8
YR,T,Y50,DE,2010,32.1
YR,T,Y51,DE,2010,31.2
YR,T,Y52,DE,2010,30.4
YR,T,Y53,DE,2010,29.5
YR,T,Y54,DE,2010,28.6
YR,T,Y55,DE,2010,27.7
YR,T,Y56,DE,2010,26.9
YR,T,Y57,DE,2010,26.0
YR,T,Y58,DE,2010,25.2
YR,T,Y59,DE,2010,24.3
YR,T,Y6,DE,2010,74.8
YR,T,Y60,DE,2010,23.5
YR,T,Y61,DE,2010,22.7
YR,T,Y62,DE,2010,21.9
YR,T,Y63,DE,2010,21.1
YR,T,Y64,DE,2010,20.3
YR,T,Y65,DE,2010,19.5
YR,T,Y66,DE,2010,18.7
YR,T,Y67,DE,2010,17.9
YR,T,Y68,DE,2010,17.2
YR,T,Y69,DE,2010,16.4
YR,T,Y7,DE,2010,73.9
YR,T,Y70,DE,2010,15.7
YR,T,Y71,DE,2010,14.9
YR,T,Y72,DE,2010,14.2
YR,T,Y73,DE,2010,13.5
YR,T,Y74,DE,2010,12.8
YR,T,Y75,DE,2010,12.1
YR,T,Y76,DE,2010,11.5
YR,T,Y77,DE,2010,10.8
YR,T,Y78,DE,2010,10.2
YR,T,Y79,DE,2010,9.6
YR,T,Y8,DE,2010,72.9
YR,T,Y80,DE,2010,9.1
YR,T,Y81,DE,2010,8.5
YR,T,Y82,DE,2010,8.0
YR,T,Y83,DE,2010,7.5
YR,T,Y84,DE,2010,7.1
YR,T,Y9,DE,2010,71.9
YR,T,Y_GE85,DE,2010,6.7
YR,T,Y_LT1,DE,2010,80.5
YR,F,Y1,DE,2009,82.1
YR,F,Y10,DE,2009,73.1
YR,F,Y11,DE,2009,72.1
YR,F,Y12,DE,2009,71.1
YR,F,Y13,DE,2009,70.2
YR,F,Y14,DE,2009,69.2
YR,F,Y15,DE,2009,68.2
YR,F,Y16,DE,2009,67.2
YR,F,Y17,DE,2009,66.2
YR,F,Y18,DE,2009,65.2
YR,F,Y19,DE,2009,64.2
YR,F,Y2,DE,2009,81.1
YR,F,Y20,DE,2009,63.2
YR,F,Y21,DE,2009,62.2
YR,F,Y22,DE,2009,61.3
YR,F,Y23,DE,2009,60.3
YR,F,Y24,DE,2009,59.3
YR,F,Y25,DE,2009,58.3
YR,F,Y26,DE,2009,57.3
YR,F,Y27,DE,2009,56.3
YR,F,Y28,DE,2009,55.3
YR,F,Y29,DE,2009,54.4
YR,F,Y3,DE,2009,80.1
YR,F,Y30,DE,2009,53.4
YR,F,Y31,DE,2009,52.4
YR,F,Y32,DE,2009,51.4
YR,F,Y33,DE,2009,50.4
YR,F,Y34,DE,2009,49.4
YR,F,Y35,DE,2009,48.5
YR,F,Y36,DE,2009,47.5
YR,F,Y37,DE,2009,46.5
YR,F,Y38,DE,2009,45.5
YR,F,Y39,DE,2009,44.6
YR,F,Y4,DE,2009,79.1
YR,F,Y40,DE,2009,43.6
YR,F,Y41,DE,2009,42.6
YR,F,Y42,DE,2009,41.6
YR,F,Y43,DE,2009,40.7
YR,F,Y44,DE,2009,39.7
YR,F,Y45,DE,2009,38.8
YR,F,Y46,DE,2009,37.8
YR,F,Y47,DE,2009,36.9
YR,F,Y48,DE,2009,35.9
YR,F,Y49,DE,2009,35.0
YR,F,Y5,DE,2009,78.1
YR,F,Y50,DE,2009,34.1
YR,F,Y51,DE,2009,33.2
YR,F,Y52,DE,2009,32.2
YR,F,Y53,DE,2009,31.3
YR,F,Y54,DE,2009,30.4
YR,F,Y55,DE,2009,29.5
YR,F,Y56,DE,2009,28.6
YR,F,Y57,DE,2009,27.7
YR,F,Y58,DE,2009,26.8
YR,F,Y59,DE,2009,25.9
YR,F,Y6,DE,2009,77.1
YR,F,Y60,DE,2009,25.1
YR,F,Y61,DE,2009,24.2
YR,F,Y62,DE,2009,23.3
YR,F,Y63,DE,2009,22.5
YR,F,Y64,DE,2009,21.6
YR,F,Y65,DE,2009,20.8
YR,F,Y66,DE,2009,19.9
YR,F,Y67,DE,2009,19.1
YR,F,Y68,DE,2009,18.3
YR,F,Y69,DE,2009,17.5
YR,F,Y7,DE,2009,76.1
YR,F,Y70,DE,2009,16.6
YR,F,Y71,DE,2009,15.8
YR,F,Y72,DE,2009,15.0
YR,F,Y73,DE,2009,14.3
YR,F,Y74,DE,2009,13.5
YR,F,Y75,DE,2009,12.7
YR,F,Y76,DE,2009,12.0
YR,F,Y77,DE,2009,11.3
YR,F,Y78,DE,2009,10.6
YR,F,Y79,DE,2009,10.0
YR,F,Y8,DE,2009,75.1
YR,F,Y80,DE,2009,9.3
YR,F,Y81,DE,2009,8.7
YR,F,Y82,DE,2009,8.2
YR,F,Y83,DE,2009,7.6
YR,F,Y84,DE,2009,7.1
YR,F,Y9,DE,2009,74.1
YR,F,Y_GE85,DE,2009,6.7
YR,F,Y_LT1,DE,2009,82.8
YR,M,Y1,DE,2009,77.1
YR,M,Y10,DE,2009,68.2
YR,M,Y11,DE,2009,67.2
YR,M,Y12,DE,2009,66.2
YR,M,Y13,DE,2009,65.2
YR,M,Y14,DE,2009,64.2
YR,M,Y15,DE,2009,63.2
YR,M,Y16,DE,2009,62.2
YR,M,Y17,DE,2009,61.2
YR,M,Y18,DE,2009,60.3
YR,M,Y19,DE,2009,59.3
YR,M,Y2,DE,2009,76.1
YR,M,Y20,DE,2009,58.3
YR,M,Y21,DE,2009,57.3
YR,M,Y22,DE,2009,56.4
YR,M,Y23,DE,2009,55.4
YR,M,Y24,DE,2009,54.4
YR,M,Y25,DE,2009,53.5
YR,M,Y26,DE,2009,52.5
YR,M,Y27,DE,2009,51.5
YR,M,Y28,DE,2009,50.6
YR,M,Y29,DE,2009,49.6
YR,M,Y3,DE,2009,75.1
YR,M,Y30,DE,2009,48.6
YR,M,Y31,DE,2009,47.7
YR,M,Y32,DE,2009,46.7
YR,M,Y33,DE,2009,45.7
YR,M,Y34,DE,2009,44.8
YR,M,Y35,DE,2009,43.8
YR,M,Y36,DE,2009,42.8
YR,M,Y37,DE,2009,41.9
YR,M,Y38,DE,2009,40.9
YR,M,Y39,DE,2009,40.0
YR,M,Y4,DE,2009,74.1
YR,M,Y40,DE,2009,39.0
YR,M,Y41,DE,2009,38.0
YR,M,Y42,DE,2009,37.1
YR,M,Y43,DE,2009,36.2
YR,M,Y44,DE,2009,35.2
YR,M,Y45,DE,2009,34.3
YR,M,Y46,DE,2009,33.4
YR,M,Y47,DE,2009,32.5
YR,M,Y48,DE,2009,31.6
YR,M,Y49,DE,2009,30.7
YR,M,Y5,DE,2009,73.1
YR,M,Y50,DE,2009,29.8
YR,M,Y51,DE,2009,28.9
YR,M,Y52,DE,2009,28.0
YR,M,Y53,DE,2009,27.2
YR,M,Y54,DE,2009,26.3
YR,M,Y55,DE,2009,25.5
YR,M,Y56,DE,2009,24.7
YR,M,Y57,DE,2009,23.9
YR,M,Y58,DE,2009,23.0
YR,M,Y59,DE,2009,22.2
YR,M,Y6,DE,2009,72.1
YR,M,Y60,DE,2009,21.5
YR,M,Y61,DE,2009,20.7
YR,M,Y62,DE,2009,19.9
YR,M,Y63,DE,2009,19.2
YR,M,Y64,DE,2009,18.4
YR,M,Y65,DE,2009,17.6
YR,M,Y66,DE,2009,16.9
YR,M,Y67,DE,2009,16.2
YR,M,Y68,DE,2009,15.5
YR,M,Y69,DE,2009,14.8
YR,M,Y7,DE,2009,71.2
YR,M,Y70,DE,2009,14.1
YR,M,Y71,DE,2009,13.4
YR,M,Y72,DE,2009,12.7
YR,M,Y73,DE,2009,12.1
YR,M,Y74,DE,2009,11.5
YR,M,Y75,DE,2009,10.9
YR,M,Y76,DE,2009,10.3
YR,M,Y77,DE,2009,9.7
YR,M,Y78,DE,2009,9.2
YR,M,Y79,DE,2009,8.7
YR,M,Y8,DE,2009,70.2
YR,M,Y80,DE,2009,8.2
YR,M,Y81,DE,2009,7.8
YR,M,Y82,DE,2009,7.4
YR,M,Y83,DE,2009,7.0
YR,M,Y84,DE,2009,6.6
YR,M,Y9,DE,2009,69.2
YR,M,Y_GE85,DE,2009,6.3
YR,M,Y_LT1,DE,2009,77.8
YR,T,Y1,DE,2009,79.6
YR,T,Y10,DE,2009,70.7
YR,T,Y11,DE,2009,69.7
YR,T,Y12,DE,2009,68.7
YR,T,Y13,DE,2009,67.7
YR,T,Y14,DE,2009,66.7
YR,T,Y15,DE,2009,65.7
YR,T,Y16,DE,2009,64.7
YR,T,Y17,DE,2009,63.7
YR,T,Y18,DE,2009,62.8
YR,T,Y19,DE,2009,61.8
YR,T,Y2,DE,2009,78.6
YR,T,Y20,DE,2009,60.8
YR,T,Y21,DE,2009,59.8
YR,T,Y22,DE,2009,58.9
YR,T,Y23,DE,2009,57.9
YR,T,Y24,DE,2009,56.9
YR,T,Y25,DE,2009,55.9
YR,T,Y26,DE,2009,54.9
YR,T,Y27,DE,2009,54.0
YR,T,Y28,DE,2009,53.0
YR,T,Y29,DE,2009,52.0
YR,T,Y3,DE,2009,77.6
YR,T,Y30,DE,2009,51.0
YR,T,Y31,DE,2009,50.1
YR,T,Y32,DE,2009,49.1
YR,T,Y33,DE,2009,48.1
YR,T,Y34,DE,2009,47.1
YR,T,Y35,DE,2009,46.2
YR,T,Y36,DE,2009,45.2
YR,T,Y37,DE,2009,44.2
YR,T,Y38,DE,2009,43.3
YR,T,Y39,DE,2009,42.3
YR,T,Y4,DE,2009,76.6
YR,T,Y40,DE,2009,41.3
YR,T,Y41,DE,2009,40.4
YR,T,Y42,DE,2009,39.4
YR,T,Y43,DE,2009,38.5
YR,T,Y44,DE,2009,37.5
YR,T,Y45,DE,2009,36.6
YR,T,Y46,DE,2009,35.7
YR,T,Y47,DE,2009,34.7
YR,T,Y48,DE,2009,33.8
YR,T,Y49,DE,2009,32.9
YR,T,Y5,DE,2009,75.7
YR,T,Y50,DE,2009,32.0
YR,T,Y51,DE,2009,31.1
YR,T,Y52,DE,2009,30.2
YR,T,Y53,DE,2009,29.3
YR,T,Y54,DE,2009,28.4
YR,T,Y55,DE,2009,27.6
YR,T,Y56,DE,2009,26.7
YR,T,Y57,DE,2009,25.9
YR,T,Y58,DE,2009,25.0
YR,T,Y59,DE,2009,24.2
YR,T,Y6,DE,2009,74.7
YR,T,Y60,DE,2009,23.4
YR,T,Y61,DE,2009,22.5
YR,T,Y62,DE,2009,21.7
YR,T,Y63,DE,2009,20.9
YR,T,Y64,DE,2009,20.1
YR,T,Y65,DE,2009,19.3
YR,T,Y66,DE,2009,18.6
YR,T,Y67,DE,2009,17.8
YR,T,Y68,DE,2009,17.0
YR,T,Y69,DE,2009,16.3
YR,T,Y7,DE,2009,73.7
YR,T,Y70,DE,2009,15.5
YR,T,Y71,DE,2009,14.8
YR,T,Y72,DE,2009,14.0
YR,T,Y73,DE,2009,13.3
YR,T,Y74,DE,2009,12.6
YR,T,Y75,DE,2009,12.0
YR,T,Y76,DE,2009,11.3
YR,T,Y77,DE,2009,10.7
YR,T,Y78,DE,2009,10.1
YR,T,Y79,DE,2009,9.5
YR,T,Y8,DE,2009,72.7
YR,T,Y80,DE,2009,8.9
YR,T,Y81,DE,2009,8.4
YR,T,Y82,DE,2009,7.9
YR,T,Y83,DE,2009,7.4
YR,T,Y84,DE,2009,7.0
YR,T,Y9,DE,2009,71.7
YR,T,Y_GE85,DE,2009,6.6
YR,T,Y_LT1,DE,2009,80.3
YR,F,Y1,DE,2008,81.9
YR,F,Y10,DE,2008,73.0
YR,F,Y11,DE,2008,72.0
YR,F,Y12,DE,2008,71.0
YR,F,Y13,DE,2008,70.0
YR,F,Y14,DE,2008,69.0
YR,F,Y15,DE,2008,68.1
YR,F,Y16,DE,2008,67.1
YR,F,Y17,DE,2008,66.1
YR,F,Y18,DE,2008,65.1
YR,F,Y19,DE,2008,64.1
YR,F,Y2,DE,2008,81.0
YR,F,Y20,DE,2008,63.1
YR,F,Y21,DE,2008,62.1
YR,F,Y22,DE,2008,61.1
YR,F,Y23,DE,2008,60.1
YR,F,Y24,DE,2008,59.2
YR,F,Y25,DE,2008,58.2
YR,F,Y26,DE,2008,57.2
YR,F,Y27,DE,2008,56.2
YR,F,Y28,DE,2008,55.2
YR,F,Y29,DE,2008,54.2
YR,F,Y3,DE,2008,80.0
YR,F,Y30,DE,2008,53.2
YR,F,Y31,DE,2008,52.3
YR,F,Y32,DE,2008,51.3
YR,F,Y33,DE,2008,50.3
YR,F,Y34,DE,2008,49.3
YR,F,Y35,DE,2008,48.3
YR,F,Y36,DE,2008,47.4
YR,F,Y37,DE,2008,46.4
YR,F,Y38,DE,2008,45.4
YR,F,Y39,DE,2008,44.4
YR,F,Y4,DE,2008,79.0
YR,F,Y40,DE,2008,43.5
YR,F,Y41,DE,2008,42.5
YR,F,Y42,DE,2008,41.5
YR,F,Y43,DE,2008,40.6
YR,F,Y44,DE,2008,39.6
YR,F,Y45,DE,2008,38.6
YR,F,Y46,DE,2008,37.7
YR,F,Y47,DE,2008,36.8
YR,F,Y48,DE,2008,35.8
YR,F,Y49,DE,2008,34.9
YR,F,Y5,DE,2008,78.0
YR,F,Y50,DE,2008,34.0
YR,F,Y51,DE,2008,33.0
YR,F,Y52,DE,2008,32.1
YR,F,Y53,DE,2008,31.2
YR,F,Y54,DE,2008,30.3
YR,F,Y55,DE,2008,29.4
YR,F,Y56,DE,2008,28.5
YR,F,Y57,DE,2008,27.6
YR,F,Y58,DE,2008,26.7
YR,F,Y59,DE,2008,25.8
YR,F,Y6,DE,2008,77.0
YR,F,Y60,DE,2008,25.0
YR,F,Y61,DE,2008,24.1
YR,F,Y62,DE,2008,23.2
YR,F,Y63,DE,2008,22.4
YR,F,Y64,DE,2008,21.5
YR,F,Y65,DE,2008,20.7
YR,F,Y66,DE,2008,19.8
YR,F,Y67,DE,2008,19.0
YR,F,Y68,DE,2008,18.2
YR,F,Y69,DE,2008,17.3
YR,F,Y7,DE,2008,76.0
YR,F,Y70,DE,2008,16.5
YR,F,Y71,DE,2008,15.7
YR,F,Y72,DE,2008,14.9
YR,F,Y73,DE,2008,14.2
YR,F,Y74,DE,2008,13.4
YR,F,Y75,DE,2008,12.7
YR,F,Y76,DE,2008,11.9
YR,F,Y77,DE,2008,11.2
YR,F,Y78,DE,2008,10.6
YR,F,Y79,DE,2008,9.9
YR,F,Y8,DE,2008,75.0
YR,F,Y80,DE,2008,9.3
YR,F,Y81,DE,2008,8.7
YR,F,Y82,DE,2008,8.1
YR,F,Y83,DE,2008,7.6
YR,F,Y84,DE,2008,7.1
YR,F,Y9,DE,2008,74.0
YR,F,Y_GE85,DE,2008,6.6
YR,F,Y_LT1,DE,2008,82.7
YR,M,Y1,DE,2008,76.9
YR,M,Y10,DE,2008,68.0
YR,M,Y11,DE,2008,67.0
YR,M,Y12,DE,2008,66.0
YR,M,Y13,DE,2008,65.0
YR,M,Y14,DE,2008,64.1
YR,M,Y15,DE,2008,63.1
YR,M,Y16,DE,2008,62.1
YR,M,Y17,DE,2008,61.1
YR,M,Y18,DE,2008,60.1
YR,M,Y19,DE,2008,59.1
YR,M,Y2,DE,2008,76.0
YR,M,Y20,DE,2008,58.2
YR,M,Y21,DE,2008,57.2
YR,M,Y22,DE,2008,56.2
YR,M,Y23,DE,2008,55.3
YR,M,Y24,DE,2008,54.3
YR,M,Y25,DE,2008,53.3
YR,M,Y26,DE,2008,52.4
YR,M,Y27,DE,2008,51.4
YR,M,Y28,DE,2008,50.4
YR,M,Y29,DE,2008,49.5
YR,M,Y3,DE,2008,75.0
YR,M,Y30,DE,2008,48.5
YR,M,Y31,DE,2008,47.5
YR,M,Y32,DE,2008,46.6
YR,M,Y33,DE,2008,45.6
YR,M,Y34,DE,2008,44.6
YR,M,Y35,DE,2008,43.7
YR,M,Y36,DE,2008,42.7
YR,M,Y37,DE,2008,41.7
YR,M,Y38,DE,2008,40.8
YR,M,Y39,DE,2008,39.8
YR,M,Y4,DE,2008,74.0
YR,M,Y40,DE,2008,38.9
YR,M,Y41,DE,2008,37.9
YR,M,Y42,DE,2008,37.0
YR,M,Y43,DE,2008,36.0
YR,M,Y44,DE,2008,35.1
YR,M,Y45,DE,2008,34.2
YR,M,Y46,DE,2008,33.3
YR,M,Y47,DE,2008,32.4
YR,M,Y48,DE,2008,31.4
YR,M,Y49,DE,2008,30.6
YR,M,Y5,DE,2008,73.0
YR,M,Y50,DE,2008,29.7
YR,M,Y51,DE,2008,28.8
YR,M,Y52,DE,2008,27.9
YR,M,Y53,DE,2008,27.1
YR,M,Y54,DE,2008,26.2
YR,M,Y55,DE,2008,25.4
YR,M,Y56,DE,2008,24.6
YR,M,Y57,DE,2008,23.7
YR,M,Y58,DE,2008,22.9
YR,M,Y59,DE,2008,22.1
YR,M,Y6,DE,2008,72.0
YR,M,Y60,DE,2008,21.3
YR,M,Y61,DE,2008,20.6
YR,M,Y62,DE,2008,19.8
YR,M,Y63,DE,2008,19.0
YR,M,Y64,DE,2008,18.3
YR,M,Y65,DE,2008,17.5
YR,M,Y66,DE,2008,16.8
YR,M,Y67,DE,2008,16.1
YR,M,Y68,DE,2008,15.4
YR,M,Y69,DE,2008,14.7
YR,M,Y7,DE,2008,71.0
YR,M,Y70,DE,2008,14.0
YR,M,Y71,DE,2008,13.3
YR,M,Y72,DE,2008,12.6
YR,M,Y73,DE,2008,12.0
YR,M,Y74,DE,2008,11.4
YR,M,Y75,DE,2008,10.8
YR,M,Y76,DE,2008,10.2
YR,M,Y77,DE,2008,9.7
YR,M,Y78,DE,2008,9.2
YR,M,Y79,DE,2008,8.7
YR,M,Y8,DE,2008,70.0
YR,M,Y80,DE,2008,8.2
YR,M,Y81,DE,2008,7.8
YR,M,Y82,DE,2008,7.3
YR,M,Y83,DE,2008,7.0
YR,M,Y84,DE,2008,6.6
YR,M,Y9,DE,2008,69.0
YR,M,Y_GE85,DE,2008,6.3
YR,M,Y_LT1,DE,2008,77.6
YR,T,Y1,DE,2008,79.5
YR,T,Y10,DE,2008,70.6
YR,T,Y11,DE,2008,69.6
YR,T,Y12,DE,2008,68.6
YR,T,Y13,DE,2008,67.6
YR,T,Y14,DE,2008,66.6
YR,T,Y15,DE,2008,65.6
YR,T,Y16,DE,2008,64.6
YR,T,Y17,DE,2008,63.6
YR,T,Y18,DE,2008,62.6
YR,T,Y19,DE,2008,61.7
YR,T,Y2,DE,2008,78.5
YR,T,Y20,DE,2008,60.7
YR,T,Y21,DE,2008,59.7
YR,T,Y22,DE,2008,58.7
YR,T,Y23,DE,2008,57.8
YR,T,Y24,DE,2008,56.8
YR,T,Y25,DE,2008,55.8
YR,T,Y26,DE,2008,54.8
YR,T,Y27,DE,2008,53.8
YR,T,Y28,DE,2008,52.9
YR,T,Y29,DE,2008,51.9
YR,T,Y3,DE,2008,77.5
YR,T,Y30,DE,2008,50.9
